"","Label","El1","El2","sim","sne","sor","ymin"
"42","Utah, USA",1800,1900,0,0,0,0
"43","Utah, USA",1900,2000,0,0,0,0
"44","Utah, USA",2000,2100,0,0,0,0
"45","Utah, USA",2100,2200,0,0,0,0
"46","Utah, USA",2200,2300,0,0,0,0
"47","Utah, USA",2300,2400,0,0,0,0
"48","Utah, USA",2400,2500,0,0,0,0
"49","Utah, USA",2500,2600,0,0.2,0.2,0
"50","Utah, USA",2600,2700,0,0,0,0
"51","Utah, USA",2700,2800,0,0,0,0
"52","Utah, USA",2800,2900,0,0,0,0
"53","Utah, USA",2900,3000,0,0,0,0
"54","Utah, USA",3000,3100,0,0,0,0
"55","Utah, USA",3100,3200,0,0,0,0
"56","Utah, USA",3200,3300,0,0.333333333333333,0.333333333333333,0
"57","Utah, USA",3300,3400,0,0,0,0
"58","W Texas, USA",100,200,0,0.111111111111111,0.111111111111111,0
"59","W Texas, USA",200,300,0,0,0,0
"60","W Texas, USA",300,400,0,0,0,0
"61","W Texas, USA",400,500,0,0,0,0
"62","W Texas, USA",500,600,0,0.0909090909090909,0.0909090909090909,0
"63","W Texas, USA",600,700,0,0,0,0
"64","W Texas, USA",700,800,0,0,0,0
"65","W Texas, USA",800,900,0,0.0909090909090909,0.0909090909090909,0
"66","W Texas, USA",900,1000,0,0,0,0
"67","W Texas, USA",1000,1100,0,0,0,0
"68","W Texas, USA",1100,1200,0,0,0,0
"69","W Texas, USA",1200,1300,0,0,0,0
"70","W Texas, USA",1300,1400,0,0,0,0
"71","W Texas, USA",1400,1500,0,0,0,0
"72","W Texas, USA",1500,1600,0,0,0,0
"73","W Texas, USA",1600,1700,0,0,0,0
"74","W Texas, USA",1700,1800,0,0.111111111111111,0.111111111111111,0
"75","W Texas, USA",1800,1900,0,0,0,0
"76","W Texas, USA",1900,2000,0,0,0,0
"77","W Texas, USA",2000,2100,0,0.333333333333333,0.333333333333333,0
"78","W Texas, USA",2100,2200,0,0,0,0
"79","W Texas, USA",2200,2300,0,0,0,0
"80","W Texas, USA",2300,2400,0,0,0,0
"81","Chisos Mtns, USA",1000,1100,0,0.6,0.6,0
"82","Chisos Mtns, USA",1100,1200,0,0,0,0
"83","Chisos Mtns, USA",1200,1300,0,0,0,0
"84","Chisos Mtns, USA",1300,1400,0,0.2,0.2,0
"85","Chisos Mtns, USA",1400,1500,0,0.0909090909090909,0.0909090909090909,0
"86","Chisos Mtns, USA",1500,1600,0,0.0909090909090909,0.0909090909090909,0
"87","Chisos Mtns, USA",1600,1700,0,0.0909090909090909,0.0909090909090909,0
"88","Chisos Mtns, USA",1700,1800,0,0,0,0
"89","Chisos Mtns, USA",1800,1900,0,0.0909090909090909,0.0909090909090909,0
"90","Chisos Mtns, USA",1900,2000,0,0.333333333333333,0.333333333333333,0
"91","Chisos Mtns, USA",2000,2100,0,0,0,0
"92","Chisos Mtns, USA",2100,2200,0,0.2,0.2,0
"93","Chisos Mtns, USA",2200,2300,0,0.333333333333333,0.333333333333333,0
"94","Nevada, USA",200,300,0,0,0,0
"95","Nevada, USA",300,400,0,0.2,0.2,0
"96","Nevada, USA",400,500,0,0,0,0
"97","Nevada, USA",500,600,0,0,0,0
"98","Nevada, USA",600,700,0,0,0,0
"99","Nevada, USA",700,800,0,0,0,0
"100","Nevada, USA",800,900,0,0,0,0
"101","Nevada, USA",900,1000,0,0,0,0
"102","Nevada, USA",1000,1100,0,0,0,0
"103","Nevada, USA",1100,1200,0,0,0,0
"104","Nevada, USA",1200,1300,0,0,0,0
"105","Nevada, USA",1300,1400,0,0,0,0
"106","Nevada, USA",1400,1500,0,0,0,0
"107","Nevada, USA",1500,1600,0,0,0,0
"108","Nevada, USA",1600,1700,0,0,0,0
"109","Nevada, USA",1700,1800,0,0,0,0
"110","Nevada, USA",1800,1900,0,0,0,0
"111","Nevada, USA",1900,2000,0,0,0,0
"112","Nevada, USA",2000,2100,0,0,0,0
"113","Nevada, USA",2100,2200,0,0,0,0
"114","Nevada, USA",2200,2300,0,0,0,0
"115","Nevada, USA",2300,2400,0,0,0,0
"116","Nevada, USA",2400,2500,0,0,0,0
"117","Nevada, USA",2500,2600,0,0,0,0
"118","Nevada, USA",2600,2700,0,0,0,0
"119","Nevada, USA",2700,2800,0,0,0,0
"120","Nevada, USA",2800,2900,0,0,0,0
"121","Nevada, USA",2900,3000,0,0,0,0
"122","Nevada, USA",3000,3100,0,0,0,0
"123","Nevada, USA",3100,3200,0,0,0,0
"124","Nevada, USA",3200,3300,0,0,0,0
"125","Nevada, USA",3300,3400,0,0.2,0.2,0
"126","Nevada, USA",3400,3500,0,0.333333333333333,0.333333333333333,0
"127","Nevada, USA",3500,3600,0,0,0,0
"128","Nevada, USA",3600,3700,0,0,0,0
"129","Mt Isarog, Philippines",250,475,0,0,0,0
"130","Mt Isarog, Philippines",475,900,0,0.142857142857143,0.142857142857143,0
"131","Mt Isarog, Philippines",900,1125,0,0,0,0
"132","Mt Isarog, Philippines",1125,1350,0,0.2,0.2,0
"133","Mt Isarog, Philippines",1350,1550,0,0.333333333333333,0.333333333333333,0
"134","Mt Isarog, Philippines",1550,1750,0,0,0,0
"135","Ambohitsitondroina, Madagascar",25,425,0,0.0666666666666667,0.0666666666666667,0
"136","Ambohitsitondroina, Madagascar",425,825,0,0,0,0
"137","Ambohitsitondroina, Madagascar",825,875,0,0,0,0
"138","Ambohitsitondroina, Madagascar",875,1200,0,0,0,0
"139","Ambohitsitondroina, Madagascar",1200,1565,0,0.142857142857143,0.142857142857143,0
"140","Ambohitsitondroina, Madagascar",1565,1985,0,0.2,0.2,0
"141","Espinhaco, Brazil",800,900,0,0,0,0
"142","Espinhaco, Brazil",900,1000,0,0,0,0
"143","Espinhaco, Brazil",1000,1100,0,0.0909090909090909,0.0909090909090909,0
"144","Espinhaco, Brazil",1100,1200,0,0,0,0
"145","Espinhaco, Brazil",1200,1300,0,0.111111111111111,0.111111111111111,0
"146","Espinhaco, Brazil",1300,1400,0,0.142857142857143,0.142857142857143,0
"147","Espinhaco, Brazil",1400,1500,0,0.2,0.2,0
"148","South Tirol, Italy",300,400,0,0.333333333333333,0.333333333333333,0
"149","South Tirol, Italy",400,500,0,0,0,0
"150","South Tirol, Italy",500,600,0,0.2,0.2,0
"151","South Tirol, Italy",600,700,0,0.142857142857143,0.142857142857143,0
"152","South Tirol, Italy",700,800,0,0,0,0
"153","South Tirol, Italy",800,900,0,0.142857142857143,0.142857142857143,0
"154","South Tirol, Italy",900,1000,0,0,0,0
"155","South Tirol, Italy",1000,1100,0,0,0,0
"156","South Tirol, Italy",1100,1200,0,0,0,0
"157","South Tirol, Italy",1200,1300,0,0.2,0.2,0
"158","South Tirol, Italy",1300,1400,0,0,0,0
"159","South Tirol, Italy",1400,1500,0,0,0,0
"160","South Tirol, Italy",1500,1600,0,0,0,0
"161","South Tirol, Italy",1600,1700,0,0,0,0
"162","South Tirol, Italy",1700,1800,0,0,0,0
"163","South Tirol, Italy",1800,1900,0,0,0,0
"164","South Tirol, Italy",1900,2000,0,0,0,0
"165","South Tirol, Italy",2000,2100,0,0,0,0
"166","South Tirol, Italy",2100,2200,0,0,0,0
"167","South Tirol, Italy",2200,2300,0,0,0,0
"168","South Tirol, Italy",2300,2400,0,0,0,0
"169","South Tirol, Italy",2400,2500,0,0,0,0
"170","Alps, Austria",400,500,0,0,0,0
"171","Alps, Austria",500,600,0,0.142857142857143,0.142857142857143,0
"172","Alps, Austria",600,700,0,0,0,0
"173","Alps, Austria",700,800,0,0,0,0
"174","Alps, Austria",800,900,0,0,0,0
"175","Alps, Austria",900,1000,0,0,0,0
"176","Alps, Austria",1000,1100,0,0.2,0.2,0
"177","Alps, Austria",1100,1200,0,0,0,0
"178","Alps, Austria",1200,1300,0,0,0,0
"179","Alps, Austria",1300,1400,0,0,0,0
"180","Alps, Austria",1400,1500,0,0,0,0
"181","Alps, Austria",1500,1600,0,0,0,0
"182","Alps, Austria",1600,1700,0,0,0,0
"183","Alps, Austria",1700,1800,0,0,0,0
"184","Alps, Austria",1800,1900,0,0,0,0
"185","Alps, Austria",1900,2000,0,0,0,0
"186","Alps, Austria",2000,2100,0,0,0,0
"187","Smoky Mtns, USA",379,403,0,0.111111111111111,0.111111111111111,0
"188","Smoky Mtns, USA",403,440,0,0,0,0
"189","Smoky Mtns, USA",440,462,0,0,0,0
"190","Smoky Mtns, USA",462,511,0,0.0909090909090909,0.0909090909090909,0
"191","Smoky Mtns, USA",511,520,0,0,0,0
"192","Smoky Mtns, USA",520,625,0,0,0,0
"193","Smoky Mtns, USA",625,656,0,0,0,0
"194","Smoky Mtns, USA",656,719,0,0.2,0.2,0
"195","Smoky Mtns, USA",719,786,0,0,0,0
"196","Smoky Mtns, USA",786,941,0,0,0,0
"197","Smoky Mtns, USA",941,988,0,0.142857142857143,0.142857142857143,0
"198","Smoky Mtns, USA",988,1087,0,0,0,0
"199","Smoky Mtns, USA",1087,1231,0,0,0,0
"200","Smoky Mtns, USA",1231,1342,0,0,0,0
"201","Smoky Mtns, USA",1342,1419,0,0,0,0
"202","Smoky Mtns, USA",1419,1456,0,0,0,0
"203","Smoky Mtns, USA",1456,1530,0,0,0,0
"204","Smoky Mtns, USA",1530,1651,0,0.2,0.2,0
"205","Smoky Mtns, USA",1651,1707,0,0.333333333333333,0.333333333333333,0
"206","Smoky Mtns, USA",1707,1742,0,0,0,0
"207","Western Ghats, India",300,600,0,0,0,0
"208","Western Ghats, India",600,800,0,0,0,0
"209","Western Ghats, India",800,1000,0,0.111111111111111,0.111111111111111,0
"210","Western Ghats, India",1000,1650,0,0.25,0.25,0
"211","McPherson Range, Australia",300,500,0,0,0,0
"212","McPherson Range, Australia",500,700,0,0,0,0
"213","McPherson Range, Australia",700,900,0,0,0,0
"214","McPherson Range, Australia",900,1100,0,0.111111111111111,0.111111111111111,0
"215","Montenegro",100,200,0,0.111111111111111,0.111111111111111,0
"216","Montenegro",200,300,0,0.111111111111111,0.111111111111111,0
"217","Montenegro",300,400,0,0,0,0
"218","Montenegro",400,500,0,0,0,0
"219","Montenegro",500,600,0,0,0,0
"220","Montenegro",600,700,0,0,0,0
"221","Montenegro",700,800,0,0,0,0
"222","Montenegro",800,900,0,0,0,0
"223","Montenegro",900,1000,0,0.142857142857143,0.142857142857143,0
"224","Montenegro",1000,1100,0,0,0,0
"225","Montenegro",1100,1200,0,0,0,0
"226","Montenegro",1200,1300,0,0.2,0.2,0
"227","Montenegro",1300,1400,0,0,0,0
"228","Montenegro",1400,1500,0,0,0,0
"229","Montenegro",1500,1600,0,0,0,0
"230","Montenegro",1600,1700,0,0,0,0
"231","Montenegro",1700,1800,0,0.333333333333333,0.333333333333333,0
"232","Volcan Barva, Costa Rica",50,150,0,0,0,0
"233","Volcan Barva, Costa Rica",150,300,0,0,0,0
"234","Volcan Barva, Costa Rica",300,500,0,0.0434782608695652,0.0434782608695652,0
"235","Volcan Barva, Costa Rica",500,1070,0,0.0476190476190476,0.0476190476190476,0
"236","Volcan Barva, Costa Rica",1070,1500,0,0.176470588235294,0.176470588235294,0
"237","Volcan Barva, Costa Rica",1500,2000,0,0.166666666666667,0.166666666666667,0
"238","Fiji",100,200,0,0,0,0
"239","Fiji",200,300,0,0.0666666666666667,0.0666666666666667,0
"240","Fiji",300,400,0,0.0666666666666667,0.0666666666666667,0
"241","Fiji",400,500,0,0,0,0
"242","Fiji",500,600,0,0,0,0
"243","Fiji",600,700,0,0,0,0
"244","Fiji",700,800,0,0,0,0
"245","Fiji",800,900,0,0,0,0
"246","Fiji",900,1000,0,0,0,0
"247","Fiji",1000,1100,0,0.0769230769230769,0.0769230769230769,0
"248","Fiji",1100,1200,0,0.5,0.5,0
"249","Fiji",1200,1300,0,0,0,0
